    gm.w. Ryńsk;0417052;8359
  Powiat włocławski;0418000;82840
    m. Kowal;0418011;3344
    gm.w. Baruchowo;0418022;3318
    gm.w. Boniewo;0418032;3206
    gm.m-w. Brześć Kujawski;0418043;11018
    gm.w. Choceń;0418052;7731
    gm.m-w. Chodecz;0418063;5561
    gm.w. Fabianki;0418072;10169
    gm.m-w. Izbica Kujawska;0418083;7275
    gm.w. Kowal;0418092;3853
    gm.w. Lubanie;0418102;4346
    gm.m-w. Lubień Kujawski;0418113;6861
    gm.m-w. Lubraniec;0418123;8803
    gm.w. Włocławek;0418132;7355
  Powiat żniński;0419000;68153
    gm.m-w. Barcin;0419013;14321
    gm.w. Gąsawa;0419022;4995
    gm.m-w. Janowiec Wielkopol;0419033;8532
    gm.m-w. Łabiszyn;0419043;10548
    gm.w. Rogowo;0419052;6653
    gm.m-w. Żnin;0419063;23104
Miasta na prawach powiatu:;;
Cities with powiat status:;;
Bydgoszcz;0461000;331898
Grudziądz;0462000;89832
Toruń;0463000;196298
Włocławek;0464000;102730
